_id,Year,FSA,ANIMAL_TYPE,PRIMARY_BREED
124685,2024,M4Y,DOG,PARSON RUSS TER
124686,2025,M4Y,DOG,PARSON RUSS TER
124687,2025,M1B,DOG,BOXER
124688,2023,M6P,DOG,POODLE MIN
124689,2024,M6P,DOG,POODLE MIN
124690,2023,M4S,CAT,SIAMESE
124691,2024,M4S,CAT,SIAMESE
124692,2023,M2K,DOG,BOXER
124693,2024,M2K,DOG,BOXER
124694,2023,M5B,DOG,CHIHUAHUA SH
124695,2024,M5B,DOG,CHIHUAHUA SH
124696,2024,M3A,CAT,TURKISH ANGORA
124697,2025,M5A,DOG,STAFFORDSHIRE
124698,2023,M5A,DOG,STAFFORDSHIRE
124699,2025,M4K,DOG,GOLDEN RETR
124700,2023,M4K,DOG,GOLDEN RETR
124701,2025,M6P,DOG,WELSH CORGI CAR
124702,2024,M6P,DOG,WELSH CORGI CAR
124703,2023,M2J,DOG,POODLE MIN
124704,2024,M2J,DOG,POODLE MIN
124705,2023,M6K,DOG,POODLE MIN
124706,2024,M6K,DOG,POODLE MIN
124707,2025,M9R,DOG,SHIH TZU
124708,2025,M8Y,DOG,COCKER SPAN
124709,2023,M8Y,DOG,COCKER SPAN
124710,2024,M1S,DOG,CHINESE SHARPEI
124711,2023,M6K,DOG,POODLE TOY
124712,2024,M6K,DOG,POODLE TOY
124713,2023,M5V,DOG,SIBERIAN HUSKY
124714,2024,M5V,DOG,SIBERIAN HUSKY
124715,2023,M6P,DOG,DACHSHUND
124716,2024,M6P,DOG,DACHSHUND
124717,2023,M5C,DOG,BOXER
124718,2024,M5C,DOG,BOXER
124719,2023,M4S,DOG,PARSON RUSS TER
124720,2024,M4S,DOG,PARSON RUSS TER
124721,2024,M5A,DOG,SIBERIAN HUSKY
124722,2023,M1W,DOG,LABRADOR RETR
124723,2023,M3H,DOG,BERNESE MTN DOG
124724,2024,M3H,DOG,BERNESE MTN DOG
124725,2023,M4Y,DOG,COTON DE TULEAR
124726,2024,M4Y,DOG,COTON DE TULEAR
124727,2025,M5R,DOG,BEAGLE
124728,2023,M5R,DOG,BEAGLE
124729,2025,M4L,DOG,LABRADOR RETR
124730,2023,M4L,DOG,LABRADOR RETR
124731,2024,M9P,DOG,COTON DE TULEAR
124732,2025,M9P,DOG,COTON DE TULEAR
124733,2024,M1M,DOG,ENG SPRNGR SPAN
124734,2025,M1M,DOG,ENG SPRNGR SPAN
124735,2024,M1M,CAT,DOMESTIC SH
124736,2025,M1M,CAT,DOMESTIC SH
124737,2024,M4C,DOG,LABRADOR RETR
124738,2023,M2N,DOG,TERRIER
124739,2024,M2N,DOG,TERRIER
124740,2024,M4K,DOG,POODLE MIN
124741,2023,M9B,DOG,BRUSS GRIFFON
124742,2024,M9B,DOG,BRUSS GRIFFON
124743,2023,M4L,DOG,FRENCH BULLDOG
124744,2024,M4L,DOG,FRENCH BULLDOG
124745,2023,M4E,DOG,FOX TERR WIRE
124746,2024,M4E,DOG,FOX TERR WIRE
124747,2025,M2N,DOG,AUST SHEPHERD
124748,2023,M2N,DOG,AUST SHEPHERD
124749,2023,M4N,CAT,DOMESTIC SH
124750,2025,M5P,CAT,DOMESTIC SH
124751,2023,M6R,CAT,DOMESTIC SH
124752,2025,M6R,CAT,DOMESTIC SH
124753,2023,M6R,CAT,DOMESTIC SH
124754,2025,M6R,CAT,DOMESTIC SH
124755,2025,M6K,CAT,DOMESTIC SH
124756,2024,M6K,CAT,DOMESTIC SH
124757,2025,M6G,CAT,DOMESTIC SH
124758,2023,M6G,CAT,DOMESTIC SH
124759,2025,M5R,DOG,VIZSLA
124760,2023,M5R,DOG,VIZSLA
124761,2024,M1V,DOG,AMER BULLDOG
124762,2024,M2K,DOG,POODLE TOY
124763,2025,M2K,DOG,POODLE TOY
124764,2023,M1K,CAT,DOMESTIC SH
124765,2024,M1K,CAT,DOMESTIC SH
124766,2025,M4J,DOG,PARSON RUSS TER
124767,2023,M4J,DOG,PARSON RUSS TER
124768,2024,,CAT,DOMESTIC MH
124769,2025,M6G,CAT,DOMESTIC SH
124770,2024,M6G,CAT,DOMESTIC SH
124771,2023,M4G,CAT,DOMESTIC SH
124772,2024,M4G,CAT,DOMESTIC SH
124773,2023,M4V,CAT,DOMESTIC SH
124774,2023,M6C,DOG,LABRADOR RETR
124775,2024,M6C,DOG,LABRADOR RETR
124776,2024,M6P,DOG,HOUND
124777,2023,M4T,DOG,PARSON RUSS TER
124778,2024,M4T,DOG,PARSON RUSS TER
124779,2024,M5N,DOG,YORKSHIRE TERR
124780,2023,M5N,CAT,DOMESTIC LH
124781,2023,M4B,DOG,LABRADOR RETR
124782,2023,M9C,DOG,BOXER
124783,2024,M5B,DOG,LABRADOR RETR
124784,2025,M5B,DOG,LABRADOR RETR
124785,2023,M4Y,CAT,SCOTTISH FOLD
124786,2024,M4Y,CAT,SCOTTISH FOLD
124787,2023,M4Y,DOG,COCKER SPAN
124788,2024,M4Y,DOG,COCKER SPAN
124789,2024,M2J,DOG,PARSON RUSS TER
124790,2025,M2J,DOG,PARSON RUSS TER
124791,2025,M6E,CAT,DOMESTIC SH
124792,2023,M6E,CAT,DOMESTIC SH
124793,2025,M6E,CAT,DOMESTIC SH
124794,2023,M6E,CAT,DOMESTIC SH
124795,2024,M5V,DOG,GERM SHEPHERD
124796,2023,M6S,DOG,LABRADOR RETR
124797,2026,M6S,DOG,LABRADOR RETR
124798,2023,M6E,DOG,GERM SHEPHERD
124799,2024,M6E,DOG,GERM SHEPHERD
124800,2023,M8Y,DOG,GERM SHEPHERD
124801,2024,M8Y,DOG,GERM SHEPHERD
124802,2024,M3A,CAT,DOMESTIC SH
124803,2023,M6H,DOG,ALASK MALAMUTE
124804,2024,M6H,DOG,ALASK MALAMUTE
124805,2025,M1N,DOG,BICHON FRISE
124806,2023,M1N,DOG,BICHON FRISE
124807,2025,M1N,DOG,TERRIER
124808,2023,M1N,DOG,TERRIER
124809,2024,M5M,DOG,LABRADOR RETR
124810,2025,M5M,DOG,LABRADOR RETR
124811,2025,M6P,DOG,PARSON RUSS TER
124812,2023,M6P,DOG,PARSON RUSS TER
124813,2025,M1J,DOG,POMERANIAN
124814,2023,M1J,DOG,POMERANIAN
124815,2025,M1V,CAT,DOMESTIC SH
124816,2023,M1V,CAT,DOMESTIC SH
124817,2025,M1J,CAT,DOMESTIC SH
124818,2023,M1J,CAT,DOMESTIC SH
124819,2025,M9M,DOG,CAVALIER SPAN
124820,2023,M9M,DOG,CAVALIER SPAN
124821,2023,M6B,DOG,POODLE MIN
124822,2024,M6B,DOG,POODLE MIN
124823,2024,M4X,CAT,MAINE COON
124824,2025,M4X,CAT,MAINE COON
124825,2024,M4X,CAT,DOMESTIC SH
124826,2025,M4X,CAT,DOMESTIC SH
124827,2023,M4X,CAT,MAINE COON
124828,2024,M4X,CAT,MAINE COON
124829,2023,M4X,CAT,MAINE COON
124830,2024,M4X,CAT,MAINE COON
124831,2025,M6N,DOG,TERRIER
124832,2023,M6N,DOG,TERRIER
124833,2025,M4V,DOG,LABRADOR RETR
124834,2023,M4V,DOG,LABRADOR RETR
124835,2025,M1C,CAT,DOMESTIC SH
124836,2023,M1C,CAT,DOMESTIC SH
124837,2023,M4C,DOG,NEWFOUNDLAND
124838,2024,M4C,DOG,NEWFOUNDLAND
124839,2025,M6M,DOG,AMER BULLDOG
124840,2025,M6M,DOG,AMER BULLDOG
124841,2023,M5V,DOG,TERRIER
124842,2024,M5V,DOG,TERRIER
124843,2023,M4R,DOG,GOLDEN RETR
124844,2024,M4R,DOG,GOLDEN RETR
124845,2025,M1V,DOG,AMER BULLDOG
124846,2023,M1V,DOG,AMER BULLDOG
124847,2024,M1V,CAT,DOMESTIC SH
124848,2025,M1V,CAT,DOMESTIC SH
124849,2024,M5R,DOG,COTON DE TULEAR
124850,2025,M5R,DOG,COTON DE TULEAR
124851,2025,M1R,DOG,GOLDEN RETR
124852,2023,M1R,DOG,GOLDEN RETR
124853,2023,M6P,DOG,COCKER SPAN
124854,2024,M6P,DOG,COCKER SPAN
124855,2025,M8V,DOG,SIBERIAN HUSKY
124856,2024,M8V,DOG,SIBERIAN HUSKY
124857,2024,M5R,DOG,SCHNAUZER MIN
124858,2025,M5R,DOG,SCHNAUZER MIN
124859,2025,M9C,DOG,AMER BULLDOG
124860,2023,M9C,DOG,AMER BULLDOG
124861,2024,M8V,DOG,SIBERIAN HUSKY
124862,2023,M9A,DOG,BICHON FRISE
124863,2024,M9A,DOG,BICHON FRISE
124864,2025,M1H,DOG,AMER BULLDOG
124865,2024,M1H,DOG,AMER BULLDOG
124866,2023,M3C,DOG,GERM SHEPHERD
124867,2024,M6P,DOG,LABRADOR RETR
124868,2023,M9V,DOG,AMER BULLDOG
124869,2023,M9R,DOG,BOXER
124870,2024,M9R,DOG,BOXER
124871,2024,M4G,DOG,BERNESE MTN DOG
124872,2025,M4G,DOG,BERNESE MTN DOG
124873,2025,M4J,DOG,DACHSHUND
124874,2023,M4J,DOG,DACHSHUND
124875,2025,M6K,DOG,BRITTANY
124876,2023,M6K,DOG,BRITTANY
124877,2023,M4R,DOG,HAVANESE
124878,2024,M4R,DOG,HAVANESE
124879,2023,M2N,DOG,POTCAKE
124880,2024,M2N,DOG,POTCAKE
124881,2024,M6G,CAT,DOMESTIC SH
124882,2025,M6G,CAT,DOMESTIC SH
124883,2025,M8V,DOG,BERNESE MTN DOG
124884,2023,M8V,DOG,BERNESE MTN DOG
124885,2024,M5M,DOG,MALTESE
124886,2025,M5M,DOG,MALTESE
124887,2024,M1P,CAT,DOMESTIC SH
124888,2025,M1P,CAT,DOMESTIC SH
124889,2025,M5V,DOG,POODLE MIN
124890,2023,M5V,DOG,POODLE MIN
124891,2024,M6M,DOG,AMER BULLDOG
124892,2024,M9C,DOG,LABRADOR RETR
124893,2025,M9C,DOG,LABRADOR RETR
124894,2025,M9R,DOG,ALASK MALAMUTE
124895,2023,M9R,DOG,ALASK MALAMUTE
124896,2023,M6P,DOG,LABRADOR RETR
124897,2023,M1E,CAT,DOMESTIC SH
124898,2023,M1E,CAT,DOMESTIC SH
124899,2023,M1H,DOG,PARSON RUSS TER
124900,2025,M5J,DOG,SIBERIAN HUSKY
124901,2023,M5J,DOG,SIBERIAN HUSKY
124902,2023,M5J,DOG,SIBERIAN HUSKY
124903,2024,M4S,DOG,GERM SHEPHERD
124904,2025,M4S,DOG,GERM SHEPHERD
124905,2023,M5P,DOG,TERRIER
124906,2025,M1L,DOG,POODLE MIN
124907,2024,M1L,DOG,POODLE MIN
124908,2025,M1L,DOG,LABRADOR RETR
124909,2023,M1L,DOG,LABRADOR RETR
124910,2025,M5A,DOG,LABRADOR RETR
124911,2023,M5A,DOG,LABRADOR RETR
124912,2025,M4M,DOG,GERM SHEPHERD
124913,2023,M4M,DOG,GERM SHEPHERD
124914,2024,M8Z,DOG,POMERANIAN
124915,2025,M8Z,DOG,POMERANIAN
124916,2025,M1N,DOG,BULL TERRIER
124917,2023,M1N,DOG,BULL TERRIER
124918,2025,M1W,DOG,POMERANIAN
124919,2023,M1W,DOG,POMERANIAN
124920,2023,M1W,DOG,CHIHUAHUA SH
124921,2024,M1W,DOG,CHIHUAHUA SH
124922,2023,M1V,DOG,MALTESE
124923,2024,M1V,DOG,MALTESE
124924,2025,M6C,DOG,SIBERIAN HUSKY
124925,2023,M6C,DOG,SIBERIAN HUSKY
124926,2023,M2N,DOG,AMER BULLDOG
124927,2023,M6J,DOG,TERRIER
124928,2024,M6J,DOG,TERRIER
124929,2025,M4Y,DOG,SHIH TZU
124930,2023,M4Y,DOG,SHIH TZU
124931,2025,M6B,DOG,BORDER COLLIE
124932,2025,M9P,DOG,COCKER SPAN
124933,2023,M9P,DOG,COCKER SPAN
124934,2025,M1H,CAT,DOMESTIC SH
124935,2024,M1H,CAT,DOMESTIC SH
124936,2025,M1H,CAT,DOMESTIC SH
124937,2024,M1H,CAT,DOMESTIC SH
124938,2023,M6H,CAT,DOMESTIC SH
124939,2024,M1E,DOG,POMERANIAN
124940,2023,M5A,CAT,DOMESTIC SH
124941,2023,M4S,CAT,DOMESTIC SH
124942,2023,M6P,DOG,DOGO ARGENTINO
124943,2024,M4E,CAT,DOMESTIC SH
124944,2025,M4E,CAT,DOMESTIC SH
124945,2025,M4E,CAT,DOMESTIC SH
124946,2023,M4E,CAT,DOMESTIC SH
124947,2025,M4E,CAT,DOMESTIC SH
124948,2023,M4E,CAT,DOMESTIC SH
124949,2024,M8W,DOG,GOLDEN RETR
124950,2025,M4K,DOG,CHINESE SHARPEI
124951,2025,M4W,DOG,POODLE TOY
124952,2023,M4W,DOG,POODLE TOY
124953,2025,M1C,DOG,GERM SHEPHERD
124954,2026,M1C,DOG,GERM SHEPHERD
124955,2024,M6P,CAT,DOMESTIC SH
124956,2024,M2K,DOG,LABRADOR RETR
124957,2025,M2K,DOG,LABRADOR RETR
124958,2023,M6N,DOG,LABRADOR RETR
124959,2025,M6K,DOG,LABRADOR RETR
124960,2023,M6K,DOG,LABRADOR RETR
124961,2023,M6K,DOG,LABRADOR RETR
124962,2025,M6J,DOG,ALASK MALAMUTE
124963,2023,M6J,DOG,ALASK MALAMUTE
124964,2023,M9V,DOG,ROTTWEILER
124965,2025,M9V,DOG,ROTTWEILER
124966,2023,M2N,DOG,SAMOYED
124967,2024,M2N,DOG,SAMOYED
124968,2024,M6R,DOG,LABRADOR RETR
124969,2023,M6R,DOG,SC WHEAT TERR
124970,2024,M6R,DOG,SC WHEAT TERR
124971,2024,M6R,DOG,IRISH SETTER
124972,2025,M6R,DOG,IRISH SETTER
124973,2025,M1C,DOG,LABRADOR RETR
124974,2023,M1C,DOG,LABRADOR RETR
124975,2024,M6R,DOG,TERRIER
124976,2025,M6R,DOG,TERRIER
124977,2025,M4Y,DOG,JINDO
124978,2023,M4Y,DOG,JINDO
124979,2024,M6S,DOG,DACHSHUND
124980,2025,M6S,DOG,DACHSHUND
124981,2025,M4L,DOG,WELSH CORGI PEM
124982,2024,M4L,DOG,WELSH CORGI PEM
124983,2023,M4N,DOG,GOLDEN RETR
124984,2024,M4N,DOG,GOLDEN RETR
124985,2023,M9B,DOG,TERRIER
124986,2025,M9B,DOG,TERRIER
124987,2024,M6L,DOG,AMERICAN STAFF
124988,2025,M6L,DOG,AMERICAN STAFF
124989,2024,M5R,DOG,POODLE STND
124990,2025,M5R,DOG,POODLE STND
124991,2024,M4C,DOG,GOLDEN RETR
124992,2025,M4C,DOG,GOLDEN RETR
124993,2025,M9A,DOG,JINDO
124994,2023,M9A,DOG,JINDO
124995,2025,M4C,CAT,DOMESTIC MH
124996,2023,M4C,CAT,DOMESTIC MH
124997,2024,M1E,DOG,POODLE TOY
124998,2025,M1E,DOG,POODLE TOY
124999,2023,M9L,DOG,POMERANIAN
125000,2024,M9L,DOG,POMERANIAN
125001,2024,M5N,DOG,POODLE TOY
125002,2025,M5N,DOG,POODLE TOY
125003,2024,M8Y,CAT,DOMESTIC SH
125004,2025,M6L,DOG,FOX TERR WIRE
125005,2023,M6L,DOG,FOX TERR WIRE
125006,2023,M6L,DOG,AUST SHEPHERD
125007,2024,M6L,DOG,AUST SHEPHERD
125008,2024,M9A,DOG,BEAGLE
125009,2025,M9A,DOG,BEAGLE
125010,2025,M6R,DOG,ALASK MALAMUTE
125011,2023,M6R,DOG,ALASK MALAMUTE
125012,2025,M4Y,DOG,HAVANESE
125013,2023,M4Y,DOG,HAVANESE
125014,2025,M5A,DOG,SCOT DEERHOUND
125015,2024,M5A,DOG,SCOT DEERHOUND
125016,2025,M5V,CAT,DOMESTIC SH
125017,2023,M5V,CAT,DOMESTIC SH
125018,2025,M4E,DOG,POODLE MIN
125019,2024,M4E,DOG,POODLE MIN
125020,2023,M1C,DOG,TERRIER
125021,2024,M1C,DOG,TERRIER
125022,2023,M4X,DOG,CATAHOULA
125023,2024,M4X,DOG,CATAHOULA
125024,2025,M6N,DOG,BOXER
125025,2023,M6N,DOG,BOXER
125026,2025,M1L,CAT,DOMESTIC SH
125027,2024,M1L,CAT,DOMESTIC SH
125028,2023,M4M,DOG,POODLE TOY
125029,2024,M6P,CAT,DOMESTIC SH
125030,2025,M6P,CAT,DOMESTIC SH
125031,2025,M4J,CAT,DOMESTIC SH
125032,2023,M4J,CAT,DOMESTIC SH
125033,2024,M4J,CAT,DOMESTIC SH
125034,2025,M4J,CAT,DOMESTIC SH
125035,2023,M6G,DOG,COCKER SPAN
125036,2023,M6G,DOG,AUST SHEPHERD
125037,2024,M6G,DOG,AUST SHEPHERD
125038,2024,M1B,DOG,CHIHUAHUA SH
125039,2025,M1B,DOG,CHIHUAHUA SH
125040,2023,M1B,DOG,CHIHUAHUA SH
125041,2025,M2J,DOG,GOLDEN RETR
125042,2023,M2J,DOG,GOLDEN RETR
125043,2024,M6K,DOG,SHIH TZU
125044,2025,M6K,DOG,SHIH TZU
125045,2023,M4K,DOG,SHIH TZU
125046,2024,M4K,DOG,SHIH TZU
125047,2023,M6A,CAT,DOMESTIC MH
125048,2024,M6A,CAT,DOMESTIC MH
125049,2023,M8V,DOG,DOGO ARGENTINO
125050,2024,M8V,DOG,DOGO ARGENTINO
125051,2023,M8Z,CAT,DOMESTIC SH
125052,2024,M8Z,CAT,DOMESTIC SH
125053,2025,M1E,DOG,LABRADOR RETR
125054,2023,M1E,DOG,LABRADOR RETR
125055,2023,M1E,DOG,LABRADOR RETR
125056,2024,M2M,CAT,DOMESTIC SH
125057,2023,M6M,DOG,POODLE STND
125058,2024,M6M,DOG,POODLE STND
125059,2025,M1L,DOG,GREAT DANE
125060,2023,M1L,DOG,GREAT DANE
125061,2024,M9M,DOG,GERMAN PINSCHER
125062,2025,M9M,DOG,GERMAN PINSCHER
125063,2023,M5T,DOG,ROTTWEILER
125064,2024,M5T,DOG,ROTTWEILER
125065,2023,M2N,DOG,POODLE STND
125066,2023,M4L,DOG,LABRADOR RETR
125067,2024,M4L,DOG,LABRADOR RETR
125068,2024,M6N,DOG,COLLIE SMOOTH
125069,2025,M6N,DOG,COLLIE SMOOTH
125070,2025,M6N,DOG,AUST SHEPHERD
125071,2024,M6N,DOG,AUST SHEPHERD
125072,2024,M4X,DOG,LABRADOR RETR
125073,2025,M4X,DOG,LABRADOR RETR
125074,2025,M5P,DOG,BORDER COLLIE
125075,2023,M5P,DOG,BORDER COLLIE
125076,2023,M6G,DOG,GOLDEN RETR
125077,2024,M6G,DOG,GOLDEN RETR
125078,2025,M8V,DOG,POODLE MIN
125079,2023,M8V,DOG,POODLE MIN
125080,2024,M8V,DOG,POODLE MIN
125081,2023,M5S,DOG,BICHON FRISE
125082,2024,M5S,DOG,BICHON FRISE
125083,2023,M9N,DOG,COCKER SPAN
125084,2024,M9N,DOG,COCKER SPAN
125085,2024,M1E,DOG,NEWFOUNDLAND
125086,2025,M1E,DOG,NEWFOUNDLAND
125087,2023,M5S,DOG,LABRADOR RETR
125088,2024,M5S,DOG,LABRADOR RETR
125089,2023,M4J,CAT,DOMESTIC LH
125090,2024,M4J,CAT,DOMESTIC LH
125091,2023,M9R,DOG,AMER ESKIMO
125092,2024,M1B,DOG,GOLDEN RETR
125093,2023,M1S,CAT,DOMESTIC SH
125094,2025,M6E,CAT,DOMESTIC SH
125095,2023,M6E,CAT,DOMESTIC SH
125096,2025,M2J,CAT,DOMESTIC SH
125097,2023,M2J,CAT,DOMESTIC SH
125098,2023,M6E,CAT,DOMESTIC SH
125099,2024,M6E,CAT,DOMESTIC SH
125100,2023,M4J,DOG,SHIH TZU
125101,2024,M4J,DOG,SHIH TZU
125102,2025,M1G,CAT,DOMESTIC SH
125103,2023,M1G,CAT,DOMESTIC SH
125104,2023,M1B,CAT,DOMESTIC SH
125105,2024,M1B,CAT,DOMESTIC SH
125106,2023,M2N,CAT,DOMESTIC SH
125107,2023,M6J,CAT,DOMESTIC SH
125108,2024,M6J,CAT,DOMESTIC SH
125109,2024,M4N,CAT,DOMESTIC SH
125110,2025,M4N,CAT,DOMESTIC SH
125111,2023,M4N,CAT,DOMESTIC SH
125112,2025,M4L,CAT,DOMESTIC SH
125113,2023,M4L,CAT,DOMESTIC SH
125114,2023,M4K,CAT,DOMESTIC SH
125115,2024,M4K,CAT,DOMESTIC SH
125116,2023,M6E,CAT,DOMESTIC SH
125117,2024,M6E,CAT,DOMESTIC SH
125118,2024,M1C,DOG,LABRADOR RETR
125119,2025,M1C,DOG,LABRADOR RETR
125120,2023,M6P,CAT,DOMESTIC SH
125121,2023,M4Y,CAT,DOMESTIC SH
125122,2024,M2J,CAT,DOMESTIC SH
125123,2024,M4T,CAT,DOMESTIC SH
125124,2025,M4T,CAT,DOMESTIC SH
125125,2024,M6S,CAT,DOMESTIC SH
125126,2023,M1G,DOG,YORKSHIRE TERR
125127,2024,M1G,DOG,YORKSHIRE TERR
125128,2024,M6J,CAT,DOMESTIC SH
125129,2023,M4S,CAT,DOMESTIC SH
125130,2025,M4N,DOG,BEAGLE
125131,2023,M4N,DOG,BEAGLE
125132,2024,M2J,CAT,DOMESTIC SH
125133,2025,M2J,CAT,DOMESTIC SH
125134,2023,M2J,CAT,DOMESTIC SH
125135,2023,M5V,CAT,DOMESTIC SH
125136,2024,M5V,CAT,DOMESTIC SH
125137,2023,M1G,CAT,DOMESTIC SH
125138,2024,M5V,CAT,DOMESTIC SH
125139,2023,M5V,CAT,DOMESTIC SH
125140,2023,M5C,CAT,DOMESTIC SH
125141,2025,M5C,CAT,DOMESTIC SH
125142,2024,M5A,CAT,DOMESTIC SH
125143,2025,M5A,CAT,DOMESTIC SH
125144,2024,M5A,CAT,DOMESTIC SH
125145,2023,M1P,CAT,BRITISH SH
125146,2024,M1P,CAT,BRITISH SH
125147,2023,M1E,CAT,HIMALAYAN
125148,2024,M1E,CAT,HIMALAYAN
125149,2024,M9C,CAT,DOMESTIC SH
125150,2025,M9C,CAT,DOMESTIC SH
125151,2023,M4L,DOG,BRITTANY
125152,2024,M4L,DOG,BRITTANY
125153,2023,M1L,CAT,BRITISH SH
125154,2024,M1L,CAT,BRITISH SH
125155,2025,M1L,CAT,BRITISH SH
125156,2023,M1L,CAT,BRITISH SH
125157,2023,M4L,DOG,SIBERIAN HUSKY
125158,2024,M4L,DOG,SIBERIAN HUSKY
125159,2025,M5R,DOG,GERM SHEPHERD
125160,2024,M5R,DOG,GERM SHEPHERD
125161,2025,M4X,CAT,DOMESTIC SH
125162,2023,M4X,CAT,DOMESTIC SH
125163,2024,M4X,CAT,DOMESTIC SH
125164,2025,M4X,CAT,DOMESTIC SH
125165,2024,M4Y,DOG,MIN PINSCHER
125166,2025,M4Y,DOG,MIN PINSCHER
125167,2023,M6G,DOG,YORKSHIRE TERR
125168,2024,M6G,DOG,YORKSHIRE TERR
125169,2024,M6G,DOG,YORKSHIRE TERR
125170,2024,M4M,CAT,AMER SH
125171,2025,M4M,CAT,AMER SH
125172,2024,M4M,CAT,AMER SH
125173,2025,M4M,CAT,AMER SH
125174,2025,M4M,DOG,GOLDEN RETR
125175,2023,M4M,DOG,GOLDEN RETR
125176,2024,M1C,DOG,GREAT DANE
125177,2024,M6E,DOG,WELSH CORGI CAR
125178,2025,M6E,DOG,WELSH CORGI CAR
125179,2023,M5A,DOG,WHIPPET
125180,2024,M5A,DOG,WHIPPET
125181,2023,M3N,DOG,AM PIT BULL TER
125182,2024,M3N,DOG,AM PIT BULL TER
125183,2023,M4K,DOG,GOLDEN RETR
125184,2024,M2N,DOG,AUST SHEPHERD
125185,2025,M2N,DOG,AUST SHEPHERD
125186,2025,M6K,DOG,LABRADOR RETR
125187,2023,M6K,DOG,LABRADOR RETR
125188,2024,M4C,DOG,COCKER SPAN
125189,2025,M4C,DOG,COCKER SPAN
125190,2023,M1P,DOG,COCKER SPAN
125191,2023,M1T,CAT,DOMESTIC SH
125192,2023,M4S,CAT,DOMESTIC SH
125193,2025,M1T,DOG,CHIHUAHUA SH
125194,2023,M1T,DOG,CHIHUAHUA SH
125195,2025,M5V,DOG,STAFFORDSHIRE
125196,2025,M6K,CAT,DOMESTIC SH
125197,2023,M6K,CAT,DOMESTIC SH
125198,2023,M4S,CAT,DOMESTIC SH
125199,2025,M5R,CAT,DOMESTIC SH
125200,2023,M5R,CAT,DOMESTIC SH
125201,2024,M6C,CAT,DOMESTIC SH
125202,2024,M4A,CAT,DOMESTIC SH
125203,2025,M4J,DOG,GOLDEN RETR
125204,2023,M4J,DOG,GOLDEN RETR
125205,2025,M4J,DOG,GOLDEN RETR
125206,2023,M4J,DOG,GOLDEN RETR
125207,2023,M1T,CAT,DOMESTIC SH
125208,2025,M1J,CAT,DOMESTIC SH
125209,2025,M1L,CAT,DOMESTIC SH
125210,2023,M1L,CAT,DOMESTIC SH
125211,2024,M4E,CAT,DOMESTIC LH
125212,2025,M4E,CAT,DOMESTIC LH
125213,2023,M2N,CAT,DOMESTIC SH
125214,2026,M2N,CAT,DOMESTIC SH
125215,2025,M4Y,CAT,DOMESTIC SH
125216,2023,M4Y,CAT,DOMESTIC SH
125217,2023,M2R,CAT,DOMESTIC SH
125218,2024,M6K,CAT,DOMESTIC SH
125219,2025,M6K,CAT,DOMESTIC SH
125220,2025,M4Y,CAT,DOMESTIC SH
125221,2024,M4Y,CAT,DOMESTIC SH
125222,2023,M5T,CAT,DOMESTIC MH
125223,2024,M6H,CAT,DOMESTIC MH
125224,2025,M6H,CAT,DOMESTIC MH
125225,2025,M8X,DOG,POODLE MIN
125226,2023,M8X,DOG,POODLE MIN
125227,2024,M6P,CAT,DOMESTIC SH
125228,2023,M6P,CAT,DOMESTIC SH
125229,2025,M5E,DOG,ALASK KLEE KAI
125230,2023,M5E,DOG,ALASK KLEE KAI
125231,2025,M5M,DOG,DALMATIAN
125232,2024,M5M,DOG,DALMATIAN
125233,2024,M6S,DOG,SCHNAUZER MIN
125234,2023,M6S,DOG,SCHNAUZER MIN
125235,2024,M9C,DOG,GOLDEN RETR
125236,2025,M9C,DOG,GOLDEN RETR
125237,2025,M2N,DOG,YORKSHIRE TERR
125238,2023,M2N,DOG,YORKSHIRE TERR
125239,2023,M1V,DOG,GOLDEN RETR
125240,2024,M1V,DOG,GOLDEN RETR
125241,2023,M4M,DOG,GERM SHEPHERD
125242,2025,M8V,DOG,LABRADOR RETR
125243,2023,M8V,DOG,LABRADOR RETR
125244,2024,M5J,DOG,POMERANIAN
125245,2025,M5J,DOG,POMERANIAN
125246,2026,M4R,DOG,AUST SHEPHERD
125247,2025,M4R,DOG,AUST SHEPHERD
125248,2024,M3J,DOG,WELSH CORGI PEM
125249,2025,M3J,DOG,WELSH CORGI PEM
125250,2024,M6K,DOG,GREYHOUND
125251,2025,M6K,DOG,GREYHOUND
125252,2023,M8V,DOG,POODLE STND
125253,2023,M4A,DOG,AMER BULLDOG
125254,2023,M5A,DOG,AMER BULLDOG
125255,2024,M5V,CAT,DOMESTIC SH
125256,2024,M5N,CAT,DOMESTIC SH
125257,2024,M1P,CAT,DOMESTIC SH
125258,2025,M1P,CAT,DOMESTIC SH
125259,2023,M6H,CAT,DOMESTIC SH
125260,2024,M6H,CAT,DOMESTIC SH
125261,2024,M6H,CAT,DOMESTIC SH
125262,2025,M6R,CAT,DOMESTIC SH
125263,2023,M6R,CAT,DOMESTIC SH
125264,2026,M6R,CAT,DOMESTIC SH
125265,2025,M6R,CAT,DOMESTIC SH
125266,2023,M6R,CAT,DOMESTIC SH
125267,2023,M4G,CAT,DOMESTIC SH
125268,2024,M4G,CAT,DOMESTIC SH
125269,2023,M5E,CAT,DOMESTIC SH
125270,2024,M5E,CAT,DOMESTIC SH
125271,2023,M5B,DOG,SHIH TZU
125272,2026,M5B,DOG,DOGO ARGENTINO
125273,2025,M5B,DOG,DOGO ARGENTINO
